Year,Local Government Area,Postcode,Total Incidents
2013,Corangamite,3269,25
2013,Corangamite,3270,2
2013,Corangamite,3271,1
2013,Corangamite,3323,5
2013,Corangamite,3324,26
2013,Corangamite,3325,4
2013,Corangamite,3361,14
2013,Darebin,3070,1586
2013,Darebin,3071,964
2013,Darebin,3072,3778
2013,Darebin,3073,2647
2013,Darebin,3078,502
2013,Darebin,3083,434
2013,Darebin,3085,44
2013,Darebin,3086,63
2013,East Gippsland,3707,1
2013,East Gippsland,3864,9
2013,East Gippsland,3865,8
2013,East Gippsland,3875,1583
2013,East Gippsland,3878,24
2013,East Gippsland,3880,88
2013,East Gippsland,3882,14
2013,East Gippsland,3885,59
2013,East Gippsland,3886,16
2013,East Gippsland,3887,35
2013,East Gippsland,3888,234
2013,East Gippsland,3889,8
2013,East Gippsland,3890,32
2013,East Gippsland,3891,5
2013,East Gippsland,3892,51
2013,East Gippsland,3893,1
2013,East Gippsland,3895,3
2013,East Gippsland,3896,10
2013,East Gippsland,3898,34
2013,East Gippsland,3900,7
2013,East Gippsland,3902,15
2013,East Gippsland,3903,17
2013,East Gippsland,3904,38
2013,East Gippsland,3909,779
2013,Frankston,3198,1401
2013,Frankston,3199,6601
2013,Frankston,3200,600
2013,Frankston,3201,1098
2013,Frankston,3910,737
2013,Frankston,3911,25
2013,Frankston,3977,320
2013,Gannawarra,3540,33
2013,Gannawarra,3542,2
2013,Gannawarra,3567,14
2013,Gannawarra,3568,61
2013,Gannawarra,3579,285
2013,Gannawarra,3580,11
2013,Gannawarra,3581,7
2013,Glen Eira,3145,201
2013,Glen Eira,3161,518
2013,Glen Eira,3162,588
2013,Glen Eira,3163,981
2013,Glen Eira,3165,761
2013,Glen Eira,3183,122
2013,Glen Eira,3185,634
2013,Glen Eira,3187,1
2013,Glen Eira,3204,929
2013,Glenelg,3285,17
2013,Glenelg,3292,21
2013,Glenelg,3301,1
2013,Glenelg,3302,6
2013,Glenelg,3303,12
2013,Glenelg,3304,135
2013,Glenelg,3305,882
2013,Glenelg,3309,4
2013,Glenelg,3310,12
2013,Glenelg,3311,83
2013,Glenelg,3312,11
2013,Golden Plains,3213,8
2013,Golden Plains,3218,2
2013,Golden Plains,3321,18
2013,Golden Plains,3322,1
2013,Golden Plains,3328,15
2013,Golden Plains,3329,5
2013,Golden Plains,3330,15
2013,Golden Plains,3331,87
2013,Golden Plains,3332,14
2013,Golden Plains,3333,33
2013,Golden Plains,3342,1
2013,Golden Plains,3351,118
2013,Golden Plains,3352,54
2013,Golden Plains,3360,31
2013,Greater Bendigo,3444,8
2013,Greater Bendigo,3453,13
2013,Greater Bendigo,3515,35
2013,Greater Bendigo,3523,155
2013,Greater Bendigo,3550,3400
2013,Greater Bendigo,3551,492
2013,Greater Bendigo,3555,1092
2013,Greater Bendigo,3556,765
2013,Greater Bendigo,3557,40
2013,Greater Bendigo,3558,34
2013,Greater Bendigo,3570,19
2013,Greater Dandenong,3171,1364
2013,Greater Dandenong,3172,583
2013,Greater Dandenong,3173,1044
2013,Greater Dandenong,3174,2173
2013,Greater Dandenong,3175,7299
2013,Greater Dandenong,3975,23
2013,Greater Geelong,3211,15
2013,Greater Geelong,3212,543
2013,Greater Geelong,3213,100
2013,Greater Geelong,3214,2937
2013,Greater Geelong,3215,1353
2013,Greater Geelong,3216,2106
2013,Greater Geelong,3217,82
2013,Greater Geelong,3218,749
2013,Greater Geelong,3219,1354
2013,Greater Geelong,3220,2919
2013,Greater Geelong,3221,5
2013,Greater Geelong,3222,271
2013,Greater Geelong,3223,256
2013,Greater Geelong,3224,383
2013,Greater Geelong,3225,11
2013,Greater Geelong,3226,316
2013,Greater Geelong,3227,147
2013,Greater Geelong,3340,6
2013,Greater Shepparton,3610,82
2013,Greater Shepparton,3614,21
2013,Greater Shepparton,3616,222
2013,Greater Shepparton,3617,7
2013,Greater Shepparton,3618,22
2013,Greater Shepparton,3620,7
2013,Greater Shepparton,3629,774
2013,Greater Shepparton,3630,3572
2013,Greater Shepparton,3631,337
2013,Greater Shepparton,3633,17
2013,Greater Shepparton,3634,40
2013,Greater Shepparton,3646,12
2013,Greater Shepparton,3647,2
2013,Greater Shepparton,3669,1
2013,Hepburn,3352,4
2013,Hepburn,3363,133
2013,Hepburn,3364,30
2013,Hepburn,3370,47
2013,Hepburn,3371,3
2013,Hepburn,3444,2
2013,Hepburn,3446,4
2013,Hepburn,3451,2
2013,Hepburn,3458,51
2013,Hepburn,3460,161
2013,Hepburn,3461,87
2013,Hindmarsh,3414,58
2013,Hindmarsh,3418,81
2013,Hindmarsh,3423,19
2013,Hindmarsh,3424,26
2013,Hobsons Bay,3012,225
2013,Hobsons Bay,3015,939
2013,Hobsons Bay,3016,1092
2013,Hobsons Bay,3018,754
2013,Hobsons Bay,3025,927
2013,Hobsons Bay,3028,1509
2013,Horsham,3385,1
2013,Horsham,3400,1252
2013,Horsham,3401,79
2013,Horsham,3409,15
2013,Hume,3036,9
2013,Hume,3043,877
2013,Hume,3045,477
2013,Hume,3047,3031
2013,Hume,3048,1105
2013,Hume,3049,370
2013,Hume,3059,408
2013,Hume,3060,46
2013,Hume,3061,1027
2013,Hume,3062,159
2013,Hume,3063,15
2013,Hume,3064,2806
2013,Hume,3427,12
2013,Hume,3428,37
2013,Hume,3429,1650
2013,Hume,3430,1
2013,Indigo,3682,2
2013,Indigo,3683,41
2013,Indigo,3685,76
2013,Indigo,3687,30
2013,Indigo,3688,23
2013,Indigo,3691,24
2013,Indigo,3695,1
2013,Indigo,3747,122
2013,Indigo,3749,36
2013,Kingston,3167,163
2013,Kingston,3169,785
2013,Kingston,3172,256
2013,Kingston,3189,717
2013,Kingston,3190,298
2013,Kingston,3192,1382
2013,Kingston,3194,606
2013,Kingston,3195,1493
2013,Kingston,3196,986
2013,Kingston,3197,553
2013,Kingston,3202,90
2013,Knox,3152,1719
2013,Knox,3153,859
2013,Knox,3154,109
2013,Knox,3155,1131
2013,Knox,3156,1424
2013,Knox,3178,969
2013,Knox,3179,307
2013,Knox,3180,405
2013,Latrobe,3824,1
2013,Latrobe,3825,1913
2013,Latrobe,3840,2526
2013,Latrobe,3842,420
2013,Latrobe,3844,2638
2013,Latrobe,3854,29
2013,Latrobe,3856,19
2013,Latrobe,3857,1
2013,Latrobe,3869,40
2013,Latrobe,3870,31
2013,Loddon,3463,3
2013,Loddon,3472,6
2013,Loddon,3477,1
2013,Loddon,3515,1
2013,Loddon,3516,32
2013,Loddon,3517,73
2013,Loddon,3518,60
2013,Loddon,3520,10
2013,Loddon,3525,7
2013,Loddon,3537,21
2013,Loddon,3551,11
2013,Loddon,3556,1
2013,Loddon,3570,8
2013,Loddon,3571,8
2013,Loddon,3572,2
2013,Loddon,3573,11
2013,Loddon,3575,9
2013,Macedon Ranges,3430,17
2013,Macedon Ranges,3431,83
2013,Macedon Ranges,3432,10
2013,Macedon Ranges,3433,4
2013,Macedon Ranges,3434,114
2013,Macedon Ranges,3435,61
2013,Macedon Ranges,3437,256
2013,Macedon Ranges,3438,51
2013,Macedon Ranges,3440,51
2013,Macedon Ranges,3441,22
2013,Macedon Ranges,3442,215
2013,Macedon Ranges,3444,455
2013,Macedon Ranges,3446,35
2013,Macedon Ranges,3458,3
2013,Macedon Ranges,3756,12
2013,Manningham,3105,269
2013,Manningham,3106,329
2013,Manningham,3107,251
2013,Manningham,3108,1145
2013,Manningham,3109,676
2013,Manningham,3111,172
2013,Manningham,3113,144
2013,Manningham,3114,56
2013,Manningham,3115,50
2013,Manningham,3131,7
2013,Manningham,3134,13
2013,Mansfield,3713,1
2013,Mansfield,3715,12
2013,Mansfield,3720,34
2013,Mansfield,3722,172
2013,Mansfield,3723,74
2013,Maribyrnong,3011,2559
2013,Maribyrnong,3012,1327
2013,Maribyrnong,3013,606
2013,Maribyrnong,3019,807
2013,Maribyrnong,3032,1657
2013,Maroondah,3114,1
2013,Maroondah,3115,2
2013,Maroondah,3133,5
2013,Maroondah,3134,2522
2013,Maroondah,3135,755
2013,Maroondah,3136,1607
2013,Maroondah,3137,118
2013,Maroondah,3153,487
2013,Melbourne,3000,14966
2013,Melbourne,3002,845
2013,Melbourne,3003,576
2013,Melbourne,3004,351
2013,Melbourne,3005,75
2013,Melbourne,3006,1951
2013,Melbourne,3008,1079
2013,Melbourne,3010,63
2013,Melbourne,3031,998
2013,Melbourne,3050,438
2013,Melbourne,3051,1253
2013,Melbourne,3052,389
2013,Melbourne,3053,1334
2013,Melbourne,3054,28
2013,Melbourne,3141,164
2013,Melbourne,3207,114
2013,Melton,3023,1694
2013,Melton,3024,15
2013,Melton,3029,46
2013,Melton,3037,819
2013,Melton,3335,336
2013,Melton,3337,2790
2013,Melton,3338,1024
2013,Melton,3340,3
2013,Melton,3427,101
2013,Mildura,3489,2
2013,Mildura,3490,66
2013,Mildura,3491,1
2013,Mildura,3494,28
2013,Mildura,3496,328
2013,Mildura,3498,202
2013,Mildura,3500,3551
2013,Mildura,3501,60
2013,Mildura,3505,287
2013,Mildura,3506,1
2013,Mildura,3507,2
2013,Mildura,3509,4
2013,Mildura,3512,3
2013,Mitchell,3435,3
2013,Mitchell,3444,3
2013,Mitchell,3521,25
2013,Mitchell,3522,45
2013,Mitchell,3523,1
2013,Mitchell,3658,217
2013,Mitchell,3659,41
2013,Mitchell,3660,641
2013,Mitchell,3662,12
2013,Mitchell,3663,1
2013,Mitchell,3664,5
2013,Mitchell,3753,61
2013,Mitchell,3756,453
2013,Mitchell,3758,75
2013,Mitchell,3762,10
2013,Mitchell,3764,398
2013,Moira,3635,15
2013,Moira,3636,185
2013,Moira,3637,15
2013,Moira,3638,64
2013,Moira,3639,49
2013,Moira,3640,26
2013,Moira,3641,39
2013,Moira,3644,429
2013,Moira,3646,3
2013,Moira,3649,13
2013,Moira,3675,4
2013,Moira,3678,4
2013,Moira,3727,10
2013,Moira,3728,17
2013,Moira,3730,304
2013,Monash,3125,63
2013,Monash,3147,258
2013,Monash,3148,563
2013,Monash,3149,765
2013,Monash,3150,1581
2013,Monash,3166,1304
2013,Monash,3167,266
2013,Monash,3168,1179
2013,Monash,3170,777
2013,Monash,3800,69
2013,Moonee Valley,3031,894
2013,Moonee Valley,3032,1056
2013,Moonee Valley,3033,401
2013,Moonee Valley,3034,330
2013,Moonee Valley,3039,1044
2013,Moonee Valley,3040,1064
2013,Moonee Valley,3041,590
2013,Moonee Valley,3042,869
2013,Moorabool,3334,12
2013,Moorabool,3340,1095
2013,Moorabool,3341,47
2013,Moorabool,3342,191
2013,Moorabool,3345,35
2013,Moorabool,3352,104
2013,Moorabool,3357,3
2013,Moorabool,3458,8
2013,Moorabool,3461,7
2013,Moreland,3043,75
2013,Moreland,3044,1033
2013,Moreland,3046,1960
2013,Moreland,3055,600
2013,Moreland,3056,1988
2013,Moreland,3057,603
2013,Moreland,3058,2367
2013,Moreland,3060,600
2013,Moreland,3068,17
2013,Mornington Peninsula,3911,138
2013,Mornington Peninsula,3912,472
2013,Mornington Peninsula,3913,133
2013,Mornington Peninsula,3915,1004
2013,Mornington Peninsula,3916,33
2013,Mornington Peninsula,3918,109
2013,Mornington Peninsula,3919,127
2013,Mornington Peninsula,3920,10
2013,Mornington Peninsula,3926,59
2013,Mornington Peninsula,3927,42
2013,Mornington Peninsula,3928,18
2013,Mornington Peninsula,3929,41
2013,Mornington Peninsula,3930,341
2013,Mornington Peninsula,3931,1601
2013,Mornington Peninsula,3933,52
2013,Mornington Peninsula,3934,398
2013,Mornington Peninsula,3936,501
2013,Mornington Peninsula,3937,42
2013,Mornington Peninsula,3938,85
2013,Mornington Peninsula,3939,976
2013,Mornington Peninsula,3940,343
2013,Mornington Peninsula,3941,674
2013,Mornington Peninsula,3942,102
2013,Mornington Peninsula,3943,161
2013,Mornington Peninsula,3944,56
2013,Mount Alexander,3364,5
2013,Mount Alexander,3444,9
2013,Mount Alexander,3446,1
2013,Mount Alexander,3447,18
2013,Mount Alexander,3448,19
2013,Mount Alexander,3450,363
2013,Mount Alexander,3451,96
2013,Mount Alexander,3453,28
2013,Mount Alexander,3461,2
2013,Mount Alexander,3462,26
2013,Mount Alexander,3463,57
2013,Moyne,3265,48
2013,Moyne,3268,7
2013,Moyne,3270,10
2013,Moyne,3271,5
2013,Moyne,3272,71
2013,Moyne,3273,2
2013,Moyne,3274,4
2013,Moyne,3275,6
2013,Moyne,3276,6
2013,Moyne,3277,27
2013,Moyne,3278,8
2013,Moyne,3279,4
2013,Moyne,3280,2
2013,Moyne,3281,3
2013,Moyne,3282,49
2013,Moyne,3283,28
2013,Moyne,3284,131
2013,Moyne,3285,8
2013,Moyne,3286,5
2013,Moyne,3287,4
2013,Moyne,3301,3
2013,Moyne,3304,4
2013,Murrindindi,3658,30
2013,Murrindindi,3660,11
2013,Murrindindi,3711,17
2013,Murrindindi,3712,16
2013,Murrindindi,3713,61
2013,Murrindindi,3714,122
2013,Murrindindi,3717,118
2013,Murrindindi,3718,8
2013,Murrindindi,3719,19
2013,Murrindindi,3757,65
2013,Murrindindi,3763,36
2013,Murrindindi,3777,11
2013,Murrindindi,3778,12
2013,Murrindindi,3779,9
2013,Nillumbik,3088,87
2013,Nillumbik,3089,374
2013,Nillumbik,3090,112
2013,Nillumbik,3091,50
2013,Nillumbik,3095,678
2013,Nillumbik,3096,38
2013,Nillumbik,3097,26
2013,Nillumbik,3099,134
2013,Nillumbik,3113,15
2013,Nillumbik,3754,13
2013,Nillumbik,3759,27
2013,Nillumbik,3760,6
2013,Nillumbik,3761,18
2013,Nillumbik,3763,1
2013,Nillumbik,3775,21
2013,Northern Grampians,3374,28
2013,Northern Grampians,3377,1
2013,Northern Grampians,3380,461
2013,Northern Grampians,3381,28
2013,Northern Grampians,3384,2
2013,Northern Grampians,3385,14
2013,Northern Grampians,3387,6
2013,Northern Grampians,3401,2
2013,Northern Grampians,3475,3
2013,Northern Grampians,3477,13
2013,Northern Grampians,3478,125
2013,Port Phillip,3004,325
2013,Port Phillip,3006,85
2013,Port Phillip,3181,28
2013,Port Phillip,3182,3630
2013,Port Phillip,3183,845
2013,Port Phillip,3184,702
2013,Port Phillip,3185,61
2013,Port Phillip,3205,1485
2013,Port Phillip,3206,549
2013,Port Phillip,3207,1069
2013,Pyrenees,3351,40
2013,Pyrenees,3352,49
2013,Pyrenees,3361,2
2013,Pyrenees,3371,19
2013,Pyrenees,3373,102
2013,Pyrenees,3377,2
2013,Pyrenees,3384,22
2013,Pyrenees,3465,5
2013,Pyrenees,3467,33
2013,Pyrenees,3468,18
2013,Pyrenees,3469,5
2013,Pyrenees,3477,8
2013,Pyrenees,3478,11
2013,Queenscliffe,3225,73
2013,South Gippsland,3871,81
2013,South Gippsland,3945,17
2013,South Gippsland,3946,8
2013,South Gippsland,3950,210
2013,South Gippsland,3951,16
2013,South Gippsland,3953,245
2013,South Gippsland,3954,5
2013,South Gippsland,3956,109
2013,South Gippsland,3957,3
2013,South Gippsland,3958,6
2013,South Gippsland,3959,23
2013,South Gippsland,3960,72
2013,South Gippsland,3962,33
2013,South Gippsland,3964,2
2013,South Gippsland,3965,9
2013,South Gippsland,3966,9
2013,South Gippsland,3967,1
2013,South Gippsland,3987,17
2013,South Gippsland,3988,28
2013,South Gippsland,3996,1
2013,Southern Grampians,3289,17
2013,Southern Grampians,3293,10
2013,Southern Grampians,3294,7
2013,Southern Grampians,3300,729
2013,Southern Grampians,3301,16
2013,Southern Grampians,3302,14
2013,Southern Grampians,3312,1
2013,Southern Grampians,3314,11
2013,Southern Grampians,3315,60
2013,Southern Grampians,3317,1
2013,Southern Grampians,3401,2
2013,Southern Grampians,3407,15
2013,Stonnington,3141,1437
2013,Stonnington,3142,612
2013,Stonnington,3143,362
2013,Stonnington,3144,539
2013,Stonnington,3145,1661
2013,Stonnington,3146,301
2013,Stonnington,3181,2531
2013,Strathbogie,3607,6
2013,Strathbogie,3608,106
2013,Strathbogie,3610,1
2013,Strathbogie,3612,3
2013,Strathbogie,3663,8
2013,Strathbogie,3664,21
2013,Strathbogie,3665,15
2013,Strathbogie,3666,164
2013,Strathbogie,3669,43
2013,Strathbogie,3670,6
2013,Surf Coast,3217,28
2013,Surf Coast,3221,6
2013,Surf Coast,3227,9
2013,Surf Coast,3228,476
2013,Surf Coast,3230,104
2013,Surf Coast,3231,31
2013,Surf Coast,3232,160
2013,Surf Coast,3235,8
2013,Surf Coast,3240,39
2013,Surf Coast,3241,118
2013,Surf Coast,3242,1
2013,Surf Coast,3321,3
2013,Swan Hill,3544,8
2013,Swan Hill,3546,18
2013,Swan Hill,3549,249
2013,Swan Hill,3579,2
2013,Swan Hill,3583,4
2013,Swan Hill,3584,38
2013,Swan Hill,3585,1019
2013,Swan Hill,3586,17
2013,Swan Hill,3588,16
2013,Swan Hill,3589,6
2013,Swan Hill,3590,10
2013,Swan Hill,3591,4
2013,Swan Hill,3594,4
2013,Swan Hill,3595,33
2013,Swan Hill,3597,8
2013,Swan Hill,3599,1
2013,Towong,3691,29
2013,Towong,3700,63
2013,Towong,3701,20
2013,Towong,3704,1
2013,Towong,3707,86
2013,Towong,3708,1
2013,Towong,3709,13
2013,Wangaratta,3675,68
2013,Wangaratta,3677,1477
2013,Wangaratta,3678,103
2013,Wangaratta,3682,11
2013,Wangaratta,3685,1
2013,Wangaratta,3723,2
2013,Wangaratta,3732,9
2013,Wangaratta,3733,2
2013,Wangaratta,3735,6
2013,Warrnambool,3277,24
2013,Warrnambool,3280,1881
2013,Warrnambool,3281,4
2013,Warrnambool,3283,1
2013,Wellington,3844,14
2013,Wellington,3847,120
2013,Wellington,3850,1655
2013,Wellington,3851,197
2013,Wellington,3854,1
2013,Wellington,3857,8
2013,Wellington,3858,153
2013,Wellington,3859,21
2013,Wellington,3860,311
2013,Wellington,3862,111
2013,Wellington,3873,19
2013,Wellington,3874,18
2013,Wellington,3962,1
2013,Wellington,3966,3
2013,Wellington,3971,166
2013,West Wimmera,3312,6
2013,West Wimmera,3317,4
2013,West Wimmera,3318,34
2013,West Wimmera,3319,5
2013,West Wimmera,3401,2
2013,West Wimmera,3409,1
2013,West Wimmera,3412,16
2013,West Wimmera,3413,4
2013,West Wimmera,3415,4
2013,West Wimmera,3418,2
2013,West Wimmera,3419,33
2013,West Wimmera,3420,10
2013,Whitehorse,3104,12
2013,Whitehorse,3125,487
2013,Whitehorse,3127,220
2013,Whitehorse,3128,1272
2013,Whitehorse,3129,438
2013,Whitehorse,3130,982
2013,Whitehorse,3131,888
2013,Whitehorse,3132,555
2013,Whitehorse,3133,580
2013,Whitehorse,3151,367
2013,Whittlesea,3064,16
2013,Whittlesea,3074,1598
2013,Whittlesea,3075,1048
2013,Whittlesea,3076,2390
2013,Whittlesea,3082,1510
2013,Whittlesea,3083,683
2013,Whittlesea,3750,226
2013,Whittlesea,3751,27
2013,Whittlesea,3752,985
2013,Whittlesea,3753,6
2013,Whittlesea,3754,1201
2013,Whittlesea,3755,12
2013,Whittlesea,3757,284
2013,Wodonga,3690,2154
2013,Wodonga,3691,77
2013,Wodonga,3694,4
2013,Wyndham,3024,788
2013,Wyndham,3026,545
2013,Wyndham,3027,160
2013,Wyndham,3028,40
2013,Wyndham,3029,4058
2013,Wyndham,3030,4300
2013,Wyndham,3211,50
2013,Yarra,3054,439
2013,Yarra,3065,2054
2013,Yarra,3066,1245
2013,Yarra,3067,716
2013,Yarra,3068,1252
2013,Yarra,3078,135
2013,Yarra,3121,3363
2013,Yarra Ranges,3115,2
2013,Yarra Ranges,3116,481
2013,Yarra Ranges,3137,343
2013,Yarra Ranges,3138,630
2013,Yarra Ranges,3139,329
2013,Yarra Ranges,3140,962
2013,Yarra Ranges,3156,34
2013,Yarra Ranges,3158,203
2013,Yarra Ranges,3159,62
2013,Yarra Ranges,3160,455
2013,Yarra Ranges,3723,1
2013,Yarra Ranges,3765,176
2013,Yarra Ranges,3766,26
2013,Yarra Ranges,3767,33
2013,Yarra Ranges,3770,73
2013,Yarra Ranges,3775,69
2013,Yarra Ranges,3777,277
2013,Yarra Ranges,3782,18
2013,Yarra Ranges,3785,14
2013,Yarra Ranges,3786,21
2013,Yarra Ranges,3787,25
2013,Yarra Ranges,3788,47
2013,Yarra Ranges,3789,4
2013,Yarra Ranges,3791,31
2013,Yarra Ranges,3792,17
2013,Yarra Ranges,3793,170
2013,Yarra Ranges,3795,26
2013,Yarra Ranges,3796,201
2013,Yarra Ranges,3797,140
2013,Yarra Ranges,3799,165
2013,Yarra Ranges,3804,18
2013,Yarriambiack,3388,15
2013,Yarriambiack,3390,32
2013,Yarriambiack,3391,3
2013,Yarriambiack,3392,9
2013,Yarriambiack,3393,126
2013,Yarriambiack,3395,11
2013,Yarriambiack,3396,7
2013,Yarriambiack,3424,3
2013,Yarriambiack,3488,1
2013,Yarriambiack,3489,4
2013,Yarriambiack,3491,4
2014,Alpine,3691,12
2014,Alpine,3697,9
2014,Alpine,3698,3
2014,Alpine,3699,27
2014,Alpine,3737,142
2014,Alpine,3738,4
2014,Alpine,3740,21
2014,Alpine,3741,55
2014,Alpine,3744,3
2014,Alpine,3898,2
2014,Ararat,3293,1
2014,Ararat,3351,27
2014,Ararat,3374,1
2014,Ararat,3375,7
2014,Ararat,3377,730
2014,Ararat,3378,2
2014,Ararat,3379,21
2014,Ararat,3381,3
2014,Ararat,3469,5
2014,Ballarat,3350,4962
2014,Ballarat,3351,15
2014,Ballarat,3352,257
2014,Ballarat,3355,1183
2014,Ballarat,3356,1018
2014,Ballarat,3357,81
2014,Ballarat,3363,5
2014,Ballarat,3364,12
2014,Banyule,3079,785
2014,Banyule,3081,1271
2014,Banyule,3083,368
2014,Banyule,3084,2064
2014,Banyule,3085,435
2014,Banyule,3087,445
2014,Banyule,3088,1070
2014,Banyule,3093,138
2014,Banyule,3094,201
2014,Banyule,3095,30
2014,Bass Coast,3922,550
2014,Bass Coast,3923,16
2014,Bass Coast,3925,163
2014,Bass Coast,3945,4
2014,Bass Coast,3951,1
2014,Bass Coast,3979,10
2014,Bass Coast,3984,194
2014,Bass Coast,3990,4
2014,Bass Coast,3991,27
2014,Bass Coast,3992,19
2014,Bass Coast,3995,792
2014,Bass Coast,3996,216
2014,Baw Baw,3816,143
2014,Baw Baw,3818,725
2014,Baw Baw,3820,915
2014,Baw Baw,3821,59
2014,Baw Baw,3822,21
2014,Baw Baw,3823,58
2014,Baw Baw,3824,179
2014,Baw Baw,3825,76
2014,Baw Baw,3831,63
2014,Baw Baw,3832,7
2014,Baw Baw,3833,24
2014,Baw Baw,3835,4
2014,Baw Baw,3871,1
2014,Baw Baw,3953,1
2014,Baw Baw,3988,2
2014,Bayside,3186,919
2014,Bayside,3187,417
2014,Bayside,3188,762
2014,Bayside,3190,271
2014,Bayside,3191,390
2014,Bayside,3192,103
2014,Bayside,3193,369
2014,Benalla,3670,25
2014,Benalla,3672,752
2014,Benalla,3673,21
2014,Benalla,3675,7
2014,Benalla,3725,5
2014,Benalla,3726,9
2014,Boroondara,3101,1142
2014,Boroondara,3102,174
2014,Boroondara,3103,393
2014,Boroondara,3104,411
2014,Boroondara,3122,1190
2014,Boroondara,3123,455
2014,Boroondara,3124,759
2014,Boroondara,3126,208
2014,Boroondara,3127,219
2014,Boroondara,3146,390
2014,Boroondara,3147,345
2014,Brimbank,3012,63
2014,Brimbank,3020,4927
2014,Brimbank,3021,3509
2014,Brimbank,3022,237
2014,Brimbank,3023,1453
2014,Brimbank,3030,369
2014,Brimbank,3033,110
2014,Brimbank,3036,303
2014,Brimbank,3037,904
2014,Brimbank,3038,1498
2014,Brimbank,3042,229
2014,Brimbank,3043,123
2014,Buloke,3395,1
2014,Buloke,3480,58
2014,Buloke,3482,4
2014,Buloke,3483,18
2014,Buloke,3518,2
2014,Buloke,3525,28
2014,Buloke,3527,41
2014,Buloke,3529,1
2014,Buloke,3530,2
2014,Buloke,3531,4
2014,Buloke,3533,21
2014,Campaspe,3523,2
2014,Campaspe,3551,12
2014,Campaspe,3557,1
2014,Campaspe,3558,6
2014,Campaspe,3559,21
2014,Campaspe,3561,162
2014,Campaspe,3562,13
2014,Campaspe,3563,21
2014,Campaspe,3564,1506
2014,Campaspe,3565,6
2014,Campaspe,3566,8
2014,Campaspe,3572,2
2014,Campaspe,3573,2
2014,Campaspe,3612,112
2014,Campaspe,3620,300
2014,Campaspe,3621,92
2014,Campaspe,3622,17
2014,Campaspe,3623,29
2014,Campaspe,3624,18
2014,Cardinia,3159,1
2014,Cardinia,3781,163
2014,Cardinia,3782,183
2014,Cardinia,3783,54
2014,Cardinia,3807,230
2014,Cardinia,3808,43
2014,Cardinia,3809,286
2014,Cardinia,3810,2421
2014,Cardinia,3812,48
2014,Cardinia,3813,34
2014,Cardinia,3814,55
2014,Cardinia,3815,87
2014,Cardinia,3816,2
2014,Cardinia,3978,17
2014,Cardinia,3981,139
2014,Cardinia,3984,92
2014,Cardinia,3987,7
2014,Casey,3156,32
2014,Casey,3177,1013
2014,Casey,3802,825
2014,Casey,3803,765
2014,Casey,3804,211
2014,Casey,3805,2821
2014,Casey,3806,1511
2014,Casey,3807,15
2014,Casey,3912,97
2014,Casey,3975,510
2014,Casey,3976,1033
2014,Casey,3977,3699
2014,Casey,3978,287
2014,Casey,3980,107
2014,Central Goldfields,3364,1
2014,Central Goldfields,3371,34
2014,Central Goldfields,3464,51
2014,Central Goldfields,3465,676
2014,Central Goldfields,3472,33
2014,Central Goldfields,3475,10
2014,Colac-Otway,3233,121
2014,Colac-Otway,3234,8
2014,Colac-Otway,3236,6
2014,Colac-Otway,3237,4
2014,Colac-Otway,3238,12
2014,Colac-Otway,3239,18
2014,Colac-Otway,3242,19
2014,Colac-Otway,3243,6
2014,Colac-Otway,3249,60
2014,Colac-Otway,3250,823
2014,Colac-Otway,3251,10
2014,Colac-Otway,3254,6
2014,Colac-Otway,3260,4
2014,Colac-Otway,3322,3
2014,Corangamite,3237,4
2014,Corangamite,3239,2
2014,Corangamite,3249,2
2014,Corangamite,3260,147
2014,Corangamite,3264,126
2014,Corangamite,3265,20
2014,Corangamite,3266,61
2014,Corangamite,3267,3
2014,Corangamite,3268,34
2014,Corangamite,3269,25
2014,Corangamite,3270,1
2014,Corangamite,3271,1
2014,Corangamite,3323,2
2014,Corangamite,3324,27
2014,Corangamite,3325,9
2014,Corangamite,3361,10
2014,Darebin,3070,1666
2014,Darebin,3071,1134
2014,Darebin,3072,4041
2014,Darebin,3073,3045
2014,Darebin,3078,488
2014,Darebin,3083,451
2014,Darebin,3085,63
2014,Darebin,3086,88
2014,East Gippsland,3864,16
2014,East Gippsland,3865,11
2014,East Gippsland,3875,1514
2014,East Gippsland,3878,24
2014,East Gippsland,3880,105
2014,East Gippsland,3882,19
2014,East Gippsland,3885,54
2014,East Gippsland,3886,16
2014,East Gippsland,3887,40
2014,East Gippsland,3888,234
2014,East Gippsland,3889,10
2014,East Gippsland,3890,38
2014,East Gippsland,3891,3
2014,East Gippsland,3892,67
2014,East Gippsland,3893,2
2014,East Gippsland,3895,5
2014,East Gippsland,3896,20
2014,East Gippsland,3898,18
2014,East Gippsland,3900,7
2014,East Gippsland,3902,3
2014,East Gippsland,3903,18
2014,East Gippsland,3904,38
2014,East Gippsland,3909,659
2014,Frankston,3198,1414
2014,Frankston,3199,6454
2014,Frankston,3200,545
2014,Frankston,3201,1152
2014,Frankston,3910,692
2014,Frankston,3911,19
2014,Frankston,3977,351
2014,Gannawarra,3540,16
2014,Gannawarra,3542,4
2014,Gannawarra,3567,12
2014,Gannawarra,3568,99
2014,Gannawarra,3579,253
2014,Gannawarra,3580,39
2014,Gannawarra,3581,4
2014,Glen Eira,3145,191
2014,Glen Eira,3161,454
2014,Glen Eira,3162,482
2014,Glen Eira,3163,1074
2014,Glen Eira,3165,648
