Year,Local Government Area,Postcode,Total Incidents
2014,Glen Eira,3183,115
2014,Glen Eira,3185,454
2014,Glen Eira,3187,2
2014,Glen Eira,3204,911
2014,Glenelg,3285,10
2014,Glenelg,3292,12
2014,Glenelg,3302,1
2014,Glenelg,3303,16
2014,Glenelg,3304,123
2014,Glenelg,3305,1156
2014,Glenelg,3309,6
2014,Glenelg,3310,15
2014,Glenelg,3311,45
2014,Glenelg,3312,15
2014,Glenelg,3315,1
2014,Golden Plains,3213,5
2014,Golden Plains,3218,5
2014,Golden Plains,3321,33
2014,Golden Plains,3328,12
2014,Golden Plains,3329,3
2014,Golden Plains,3330,11
2014,Golden Plains,3331,166
2014,Golden Plains,3332,21
2014,Golden Plains,3333,24
2014,Golden Plains,3342,1
2014,Golden Plains,3351,106
2014,Golden Plains,3352,59
2014,Golden Plains,3360,21
2014,Greater Bendigo,3444,14
2014,Greater Bendigo,3453,24
2014,Greater Bendigo,3515,28
2014,Greater Bendigo,3516,1
2014,Greater Bendigo,3523,212
2014,Greater Bendigo,3550,3392
2014,Greater Bendigo,3551,525
2014,Greater Bendigo,3555,1040
2014,Greater Bendigo,3556,863
2014,Greater Bendigo,3557,37
2014,Greater Bendigo,3558,27
2014,Greater Bendigo,3559,2
2014,Greater Bendigo,3570,18
2014,Greater Dandenong,3171,1394
2014,Greater Dandenong,3172,470
2014,Greater Dandenong,3173,1001
2014,Greater Dandenong,3174,2117
2014,Greater Dandenong,3175,7049
2014,Greater Dandenong,3975,29
2014,Greater Geelong,3211,25
2014,Greater Geelong,3212,662
2014,Greater Geelong,3213,130
2014,Greater Geelong,3214,3173
2014,Greater Geelong,3215,1334
2014,Greater Geelong,3216,2313
2014,Greater Geelong,3217,75
2014,Greater Geelong,3218,876
2014,Greater Geelong,3219,1526
2014,Greater Geelong,3220,3190
2014,Greater Geelong,3221,7
2014,Greater Geelong,3222,417
2014,Greater Geelong,3223,360
2014,Greater Geelong,3224,479
2014,Greater Geelong,3225,18
2014,Greater Geelong,3226,341
2014,Greater Geelong,3227,137
2014,Greater Geelong,3340,8
2014,Greater Shepparton,3610,85
2014,Greater Shepparton,3614,26
2014,Greater Shepparton,3616,197
2014,Greater Shepparton,3617,5
2014,Greater Shepparton,3618,20
2014,Greater Shepparton,3620,14
2014,Greater Shepparton,3629,795
2014,Greater Shepparton,3630,4045
2014,Greater Shepparton,3631,379
2014,Greater Shepparton,3633,13
2014,Greater Shepparton,3634,34
2014,Greater Shepparton,3646,13
2014,Greater Shepparton,3647,2
2014,Greater Shepparton,3725,1
2014,Hepburn,3352,3
2014,Hepburn,3363,172
2014,Hepburn,3364,52
2014,Hepburn,3370,53
2014,Hepburn,3371,7
2014,Hepburn,3444,2
2014,Hepburn,3446,5
2014,Hepburn,3458,34
2014,Hepburn,3460,108
2014,Hepburn,3461,58
2014,Hindmarsh,3414,55
2014,Hindmarsh,3418,57
2014,Hindmarsh,3423,18
2014,Hindmarsh,3424,17
2014,Hobsons Bay,3012,236
2014,Hobsons Bay,3015,974
2014,Hobsons Bay,3016,996
2014,Hobsons Bay,3018,763
2014,Hobsons Bay,3025,959
2014,Hobsons Bay,3028,1629
2014,Horsham,3400,1461
2014,Horsham,3401,103
2014,Horsham,3409,13
2014,Hume,3036,6
2014,Hume,3043,1027
2014,Hume,3045,520
2014,Hume,3047,3126
2014,Hume,3048,1160
2014,Hume,3049,432
2014,Hume,3059,445
2014,Hume,3060,41
2014,Hume,3061,980
2014,Hume,3062,187
2014,Hume,3063,30
2014,Hume,3064,3334
2014,Hume,3427,17
2014,Hume,3428,53
2014,Hume,3429,1865
2014,Indigo,3683,56
2014,Indigo,3685,73
2014,Indigo,3687,27
2014,Indigo,3688,37
2014,Indigo,3691,29
2014,Indigo,3695,5
2014,Indigo,3747,83
2014,Indigo,3749,19
2014,Kingston,3167,149
2014,Kingston,3169,740
2014,Kingston,3172,276
2014,Kingston,3189,710
2014,Kingston,3190,277
2014,Kingston,3192,1233
2014,Kingston,3194,611
2014,Kingston,3195,1406
2014,Kingston,3196,1028
2014,Kingston,3197,624
2014,Kingston,3202,118
2014,Knox,3152,1602
2014,Knox,3153,920
2014,Knox,3154,128
2014,Knox,3155,1234
2014,Knox,3156,1408
2014,Knox,3178,1220
2014,Knox,3179,272
2014,Knox,3180,376
2014,Latrobe,3825,1928
2014,Latrobe,3840,2784
2014,Latrobe,3842,481
2014,Latrobe,3844,2484
2014,Latrobe,3854,28
2014,Latrobe,3856,15
2014,Latrobe,3869,62
2014,Latrobe,3870,33
2014,Loddon,3463,6
2014,Loddon,3472,4
2014,Loddon,3475,4
2014,Loddon,3515,1
2014,Loddon,3516,30
2014,Loddon,3517,49
2014,Loddon,3518,46
2014,Loddon,3520,17
2014,Loddon,3537,15
2014,Loddon,3551,21
2014,Loddon,3556,6
2014,Loddon,3567,2
2014,Loddon,3570,1
2014,Loddon,3571,11
2014,Loddon,3572,1
2014,Loddon,3573,6
2014,Loddon,3575,15
2014,Loddon,3576,1
2014,Loddon,3579,1
2014,Macedon Ranges,3430,19
2014,Macedon Ranges,3431,67
2014,Macedon Ranges,3432,6
2014,Macedon Ranges,3433,6
2014,Macedon Ranges,3434,153
2014,Macedon Ranges,3435,80
2014,Macedon Ranges,3437,280
2014,Macedon Ranges,3438,49
2014,Macedon Ranges,3440,62
2014,Macedon Ranges,3441,17
2014,Macedon Ranges,3442,234
2014,Macedon Ranges,3444,457
2014,Macedon Ranges,3446,29
2014,Macedon Ranges,3458,5
2014,Macedon Ranges,3756,11
2014,Manningham,3105,341
2014,Manningham,3106,334
2014,Manningham,3107,322
2014,Manningham,3108,1073
2014,Manningham,3109,615
2014,Manningham,3111,194
2014,Manningham,3113,122
2014,Manningham,3114,51
2014,Manningham,3115,57
2014,Manningham,3131,7
2014,Manningham,3134,14
2014,Mansfield,3713,2
2014,Mansfield,3715,8
2014,Mansfield,3720,29
2014,Mansfield,3722,254
2014,Mansfield,3723,95
2014,Maribyrnong,3011,2381
2014,Maribyrnong,3012,1311
2014,Maribyrnong,3013,619
2014,Maribyrnong,3019,926
2014,Maribyrnong,3032,1339
2014,Maroondah,3114,1
2014,Maroondah,3115,4
2014,Maroondah,3133,9
2014,Maroondah,3134,2556
2014,Maroondah,3135,865
2014,Maroondah,3136,1740
2014,Maroondah,3137,138
2014,Maroondah,3153,559
2014,Melbourne,3000,14056
2014,Melbourne,3002,629
2014,Melbourne,3003,516
2014,Melbourne,3004,258
2014,Melbourne,3005,93
2014,Melbourne,3006,2079
2014,Melbourne,3008,1184
2014,Melbourne,3010,71
2014,Melbourne,3031,1096
2014,Melbourne,3050,379
2014,Melbourne,3051,1223
2014,Melbourne,3052,465
2014,Melbourne,3053,1372
2014,Melbourne,3054,15
2014,Melbourne,3141,149
2014,Melbourne,3207,140
2014,Melton,3023,1607
2014,Melton,3024,25
2014,Melton,3029,55
2014,Melton,3037,874
2014,Melton,3335,384
2014,Melton,3337,3126
2014,Melton,3338,1295
2014,Melton,3340,1
2014,Melton,3427,163
2014,Mildura,3490,57
2014,Mildura,3494,33
2014,Mildura,3496,253
2014,Mildura,3498,153
2014,Mildura,3500,3864
2014,Mildura,3501,45
2014,Mildura,3505,233
2014,Mildura,3506,1
2014,Mildura,3507,3
2014,Mildura,3509,9
2014,Mildura,3512,8
2014,Mitchell,3444,3
2014,Mitchell,3521,28
2014,Mitchell,3522,18
2014,Mitchell,3523,1
2014,Mitchell,3658,197
2014,Mitchell,3659,50
2014,Mitchell,3660,718
2014,Mitchell,3662,23
2014,Mitchell,3664,4
2014,Mitchell,3753,61
2014,Mitchell,3756,592
2014,Mitchell,3758,68
2014,Mitchell,3762,11
2014,Mitchell,3764,371
2014,Moira,3634,1
2014,Moira,3635,15
2014,Moira,3636,150
2014,Moira,3637,11
2014,Moira,3638,83
2014,Moira,3639,35
2014,Moira,3640,22
2014,Moira,3641,34
2014,Moira,3644,422
2014,Moira,3646,6
2014,Moira,3649,15
2014,Moira,3727,9
2014,Moira,3728,27
2014,Moira,3730,253
2014,Monash,3125,83
2014,Monash,3147,333
2014,Monash,3148,409
2014,Monash,3149,830
2014,Monash,3150,1717
2014,Monash,3166,1310
2014,Monash,3167,206
2014,Monash,3168,1050
2014,Monash,3170,904
2014,Monash,3800,43
2014,Moonee Valley,3031,868
2014,Moonee Valley,3032,1003
2014,Moonee Valley,3033,467
2014,Moonee Valley,3034,327
2014,Moonee Valley,3039,1049
2014,Moonee Valley,3040,1187
2014,Moonee Valley,3041,667
2014,Moonee Valley,3042,878
2014,Moorabool,3334,13
2014,Moorabool,3340,994
2014,Moorabool,3341,21
2014,Moorabool,3342,237
2014,Moorabool,3345,41
2014,Moorabool,3352,111
2014,Moorabool,3357,6
2014,Moorabool,3458,14
2014,Moorabool,3461,18
2014,Moreland,3043,89
2014,Moreland,3044,1147
2014,Moreland,3046,2015
2014,Moreland,3055,627
2014,Moreland,3056,2424
2014,Moreland,3057,748
2014,Moreland,3058,2588
2014,Moreland,3060,611
2014,Moreland,3068,46
2014,Mornington Peninsula,3911,134
2014,Mornington Peninsula,3912,455
2014,Mornington Peninsula,3913,121
2014,Mornington Peninsula,3915,1121
2014,Mornington Peninsula,3916,22
2014,Mornington Peninsula,3918,105
2014,Mornington Peninsula,3919,138
2014,Mornington Peninsula,3920,14
2014,Mornington Peninsula,3926,70
2014,Mornington Peninsula,3927,49
2014,Mornington Peninsula,3928,12
2014,Mornington Peninsula,3929,25
2014,Mornington Peninsula,3930,329
2014,Mornington Peninsula,3931,1417
2014,Mornington Peninsula,3933,59
2014,Mornington Peninsula,3934,285
2014,Mornington Peninsula,3936,552
2014,Mornington Peninsula,3937,33
2014,Mornington Peninsula,3938,121
2014,Mornington Peninsula,3939,1085
2014,Mornington Peninsula,3940,384
2014,Mornington Peninsula,3941,802
2014,Mornington Peninsula,3942,119
2014,Mornington Peninsula,3943,157
2014,Mornington Peninsula,3944,72
2014,Mount Alexander,3364,1
2014,Mount Alexander,3444,6
2014,Mount Alexander,3446,5
2014,Mount Alexander,3447,23
2014,Mount Alexander,3448,28
2014,Mount Alexander,3450,378
2014,Mount Alexander,3451,117
2014,Mount Alexander,3453,43
2014,Mount Alexander,3461,2
2014,Mount Alexander,3462,16
2014,Mount Alexander,3463,52
2014,Moyne,3265,26
2014,Moyne,3268,15
2014,Moyne,3270,6
2014,Moyne,3271,5
2014,Moyne,3272,81
2014,Moyne,3273,7
2014,Moyne,3274,7
2014,Moyne,3275,6
2014,Moyne,3276,4
2014,Moyne,3277,31
2014,Moyne,3278,1
2014,Moyne,3279,6
2014,Moyne,3280,1
2014,Moyne,3282,61
2014,Moyne,3283,35
2014,Moyne,3284,142
2014,Moyne,3285,9
2014,Moyne,3286,13
2014,Moyne,3287,6
2014,Moyne,3301,2
2014,Moyne,3304,6
2014,Murrindindi,3658,26
2014,Murrindindi,3660,9
2014,Murrindindi,3711,13
2014,Murrindindi,3712,9
2014,Murrindindi,3713,64
2014,Murrindindi,3714,156
2014,Murrindindi,3717,101
2014,Murrindindi,3718,7
2014,Murrindindi,3719,15
2014,Murrindindi,3757,41
2014,Murrindindi,3763,45
2014,Murrindindi,3777,13
2014,Murrindindi,3778,12
2014,Murrindindi,3779,6
2014,Nillumbik,3088,90
2014,Nillumbik,3089,325
2014,Nillumbik,3090,91
2014,Nillumbik,3091,51
2014,Nillumbik,3095,746
2014,Nillumbik,3096,30
2014,Nillumbik,3097,36
2014,Nillumbik,3099,129
2014,Nillumbik,3113,19
2014,Nillumbik,3754,25
2014,Nillumbik,3759,8
2014,Nillumbik,3760,6
2014,Nillumbik,3761,19
2014,Nillumbik,3775,10
2014,Northern Grampians,3374,20
2014,Northern Grampians,3377,1
2014,Northern Grampians,3380,462
2014,Northern Grampians,3381,39
2014,Northern Grampians,3384,16
2014,Northern Grampians,3385,12
2014,Northern Grampians,3387,8
2014,Northern Grampians,3388,1
2014,Northern Grampians,3475,3
2014,Northern Grampians,3477,22
2014,Northern Grampians,3478,112
2014,Northern Grampians,3480,1
2014,Port Phillip,3004,300
2014,Port Phillip,3006,152
2014,Port Phillip,3181,20
2014,Port Phillip,3182,3560
2014,Port Phillip,3183,762
2014,Port Phillip,3184,786
2014,Port Phillip,3185,68
2014,Port Phillip,3205,1595
2014,Port Phillip,3206,690
2014,Port Phillip,3207,1147
2014,Pyrenees,3351,29
2014,Pyrenees,3352,50
2014,Pyrenees,3361,4
2014,Pyrenees,3371,17
2014,Pyrenees,3373,137
2014,Pyrenees,3375,2
2014,Pyrenees,3384,21
2014,Pyrenees,3465,4
2014,Pyrenees,3467,38
2014,Pyrenees,3468,29
2014,Pyrenees,3469,3
2014,Pyrenees,3477,2
2014,Pyrenees,3478,10
2014,Queenscliffe,3225,102
2014,South Gippsland,3871,103
2014,South Gippsland,3945,10
2014,South Gippsland,3946,2
2014,South Gippsland,3950,206
2014,South Gippsland,3951,17
2014,South Gippsland,3953,270
2014,South Gippsland,3954,4
2014,South Gippsland,3956,89
2014,South Gippsland,3957,5
2014,South Gippsland,3958,2
2014,South Gippsland,3959,16
2014,South Gippsland,3960,80
2014,South Gippsland,3962,25
2014,South Gippsland,3964,3
2014,South Gippsland,3965,9
2014,South Gippsland,3966,8
2014,South Gippsland,3967,1
2014,South Gippsland,3987,29
2014,South Gippsland,3988,17
2014,South Gippsland,3996,5
2014,Southern Grampians,3289,14
2014,Southern Grampians,3293,4
2014,Southern Grampians,3294,21
2014,Southern Grampians,3300,567
2014,Southern Grampians,3301,10
2014,Southern Grampians,3302,11
2014,Southern Grampians,3312,1
2014,Southern Grampians,3314,10
2014,Southern Grampians,3315,61
2014,Southern Grampians,3401,2
2014,Southern Grampians,3407,5
2014,Stonnington,3141,1528
2014,Stonnington,3142,657
2014,Stonnington,3143,447
2014,Stonnington,3144,568
2014,Stonnington,3145,1202
2014,Stonnington,3146,273
2014,Stonnington,3181,2483
2014,Strathbogie,3607,5
2014,Strathbogie,3608,92
2014,Strathbogie,3612,3
2014,Strathbogie,3631,1
2014,Strathbogie,3663,5
2014,Strathbogie,3664,29
2014,Strathbogie,3665,11
2014,Strathbogie,3666,158
2014,Strathbogie,3669,32
2014,Strathbogie,3670,4
2014,Surf Coast,3217,18
2014,Surf Coast,3221,9
2014,Surf Coast,3227,7
2014,Surf Coast,3228,485
2014,Surf Coast,3230,85
2014,Surf Coast,3231,58
2014,Surf Coast,3232,143
2014,Surf Coast,3235,10
2014,Surf Coast,3240,57
2014,Surf Coast,3241,107
2014,Surf Coast,3242,2
2014,Surf Coast,3321,1
2014,Swan Hill,3544,16
2014,Swan Hill,3546,35
2014,Swan Hill,3549,313
2014,Swan Hill,3583,2
2014,Swan Hill,3584,28
2014,Swan Hill,3585,1107
2014,Swan Hill,3586,15
2014,Swan Hill,3588,10
2014,Swan Hill,3589,12
2014,Swan Hill,3590,10
2014,Swan Hill,3591,5
2014,Swan Hill,3594,17
2014,Swan Hill,3595,29
2014,Swan Hill,3596,4
2014,Swan Hill,3597,18
2014,Swan Hill,3599,8
2014,Towong,3691,18
2014,Towong,3700,33
2014,Towong,3701,21
2014,Towong,3704,3
2014,Towong,3705,5
2014,Towong,3707,60
2014,Towong,3708,1
2014,Towong,3709,7
2014,Wangaratta,3675,50
2014,Wangaratta,3677,1505
2014,Wangaratta,3678,82
2014,Wangaratta,3682,24
2014,Wangaratta,3685,1
2014,Wangaratta,3732,12
2014,Wangaratta,3733,1
2014,Wangaratta,3735,10
2014,Wangaratta,3746,4
2014,Warrnambool,3277,19
2014,Warrnambool,3280,1961
2014,Warrnambool,3281,3
2014,Warrnambool,3282,2
2014,Warrnambool,3283,1
2014,Wellington,3844,24
2014,Wellington,3847,102
2014,Wellington,3850,1670
2014,Wellington,3851,224
2014,Wellington,3852,1
2014,Wellington,3854,1
2014,Wellington,3856,2
2014,Wellington,3857,6
2014,Wellington,3858,151
2014,Wellington,3859,31
2014,Wellington,3860,319
2014,Wellington,3862,120
2014,Wellington,3873,22
2014,Wellington,3874,28
2014,Wellington,3962,2
2014,Wellington,3966,5
2014,Wellington,3967,1
2014,Wellington,3971,191
2014,West Wimmera,3312,12
2014,West Wimmera,3317,6
2014,West Wimmera,3318,23
2014,West Wimmera,3319,8
2014,West Wimmera,3409,2
2014,West Wimmera,3412,2
2014,West Wimmera,3413,3
2014,West Wimmera,3415,1
2014,West Wimmera,3418,2
2014,West Wimmera,3419,23
2014,West Wimmera,3420,17
2014,Whitehorse,3104,2
2014,Whitehorse,3125,544
2014,Whitehorse,3127,278
2014,Whitehorse,3128,1280
2014,Whitehorse,3129,319
2014,Whitehorse,3130,871
2014,Whitehorse,3131,870
2014,Whitehorse,3132,625
2014,Whitehorse,3133,542
2014,Whitehorse,3151,369
2014,Whittlesea,3064,20
2014,Whittlesea,3074,1639
2014,Whittlesea,3075,1090
2014,Whittlesea,3076,2536
2014,Whittlesea,3082,1512
2014,Whittlesea,3083,760
2014,Whittlesea,3750,285
2014,Whittlesea,3751,11
2014,Whittlesea,3752,826
2014,Whittlesea,3753,11
2014,Whittlesea,3754,1257
2014,Whittlesea,3755,16
2014,Whittlesea,3757,276
2014,Wodonga,3690,2331
2014,Wodonga,3691,98
2014,Wodonga,3694,2
2014,Wyndham,3024,867
2014,Wyndham,3026,487
2014,Wyndham,3027,246
2014,Wyndham,3028,41
2014,Wyndham,3029,4012
2014,Wyndham,3030,4437
2014,Wyndham,3211,66
2014,Wyndham,3338,1
2014,Yarra,3054,598
2014,Yarra,3065,2124
2014,Yarra,3066,1460
2014,Yarra,3067,894
2014,Yarra,3068,1471
2014,Yarra,3078,158
2014,Yarra,3121,3253
2014,Yarra Ranges,3115,9
2014,Yarra Ranges,3116,518
2014,Yarra Ranges,3137,370
2014,Yarra Ranges,3138,836
2014,Yarra Ranges,3139,313
2014,Yarra Ranges,3140,1094
2014,Yarra Ranges,3156,26
2014,Yarra Ranges,3158,214
2014,Yarra Ranges,3159,43
2014,Yarra Ranges,3160,385
2014,Yarra Ranges,3723,1
2014,Yarra Ranges,3765,172
2014,Yarra Ranges,3766,9
2014,Yarra Ranges,3767,26
2014,Yarra Ranges,3770,75
2014,Yarra Ranges,3775,63
2014,Yarra Ranges,3777,289
2014,Yarra Ranges,3779,3
2014,Yarra Ranges,3782,18
2014,Yarra Ranges,3785,13
2014,Yarra Ranges,3786,33
2014,Yarra Ranges,3787,21
2014,Yarra Ranges,3788,48
2014,Yarra Ranges,3789,10
2014,Yarra Ranges,3791,24
2014,Yarra Ranges,3792,18
2014,Yarra Ranges,3793,100
2014,Yarra Ranges,3795,26
2014,Yarra Ranges,3796,239
2014,Yarra Ranges,3797,144
2014,Yarra Ranges,3799,195
2014,Yarra Ranges,3804,18
2014,Yarriambiack,3385,2
2014,Yarriambiack,3388,13
2014,Yarriambiack,3390,32
2014,Yarriambiack,3391,6
2014,Yarriambiack,3392,9
2014,Yarriambiack,3393,89
2014,Yarriambiack,3395,9
2014,Yarriambiack,3396,8
2014,Yarriambiack,3401,1
2014,Yarriambiack,3424,3
2014,Yarriambiack,3485,2
2014,Yarriambiack,3487,7
2014,Yarriambiack,3488,1
2014,Yarriambiack,3489,6
2014,Yarriambiack,3491,1
2015,Alpine,3691,11
2015,Alpine,3697,6
2015,Alpine,3698,9
2015,Alpine,3699,21
2015,Alpine,3737,209
2015,Alpine,3739,5
2015,Alpine,3740,16
2015,Alpine,3741,74
2015,Alpine,3744,6
2015,Ararat,3271,1
2015,Ararat,3293,1
2015,Ararat,3351,25
2015,Ararat,3375,23
2015,Ararat,3377,825
2015,Ararat,3378,3
2015,Ararat,3379,13
2015,Ararat,3381,8
2015,Ararat,3469,11
2015,Ballarat,3350,5407
2015,Ballarat,3351,4
2015,Ballarat,3352,431
2015,Ballarat,3355,1448
2015,Ballarat,3356,1311
2015,Ballarat,3357,114
2015,Ballarat,3363,2
2015,Ballarat,3364,13
2015,Banyule,3079,580
2015,Banyule,3081,1280
2015,Banyule,3083,494
2015,Banyule,3084,1612
2015,Banyule,3085,395
2015,Banyule,3087,477
2015,Banyule,3088,1642
2015,Banyule,3093,129
2015,Banyule,3094,212
2015,Banyule,3095,36
2015,Bass Coast,3922,535
2015,Bass Coast,3923,8
2015,Bass Coast,3925,120
2015,Bass Coast,3945,12
2015,Bass Coast,3951,3
2015,Bass Coast,3979,20
2015,Bass Coast,3984,160
2015,Bass Coast,3990,4
2015,Bass Coast,3991,34
2015,Bass Coast,3992,44
2015,Bass Coast,3995,819
2015,Bass Coast,3996,170
2015,Baw Baw,3816,170
2015,Baw Baw,3818,775
2015,Baw Baw,3820,951
2015,Baw Baw,3821,55
2015,Baw Baw,3822,15
2015,Baw Baw,3823,91
2015,Baw Baw,3824,244
2015,Baw Baw,3825,80
2015,Baw Baw,3831,35
2015,Baw Baw,3832,6
2015,Baw Baw,3833,41
2015,Baw Baw,3835,26
2015,Baw Baw,3871,1
2015,Bayside,3186,1066
2015,Bayside,3187,417
2015,Bayside,3188,820
2015,Bayside,3190,327
2015,Bayside,3191,456
2015,Bayside,3192,133
2015,Bayside,3193,424
2015,Benalla,3670,31
2015,Benalla,3672,714
2015,Benalla,3673,40
2015,Benalla,3675,7
2015,Benalla,3723,1
2015,Benalla,3725,9
2015,Benalla,3726,8
2015,Boroondara,3101,1061
2015,Boroondara,3102,184
2015,Boroondara,3103,419
2015,Boroondara,3104,492
2015,Boroondara,3122,1197
2015,Boroondara,3123,554
2015,Boroondara,3124,909
2015,Boroondara,3126,174
2015,Boroondara,3127,235
2015,Boroondara,3146,375
2015,Boroondara,3147,297
2015,Brimbank,3012,59
2015,Brimbank,3020,5040
2015,Brimbank,3021,3771
2015,Brimbank,3022,267
2015,Brimbank,3023,1761
2015,Brimbank,3030,416
2015,Brimbank,3033,107
2015,Brimbank,3036,288
2015,Brimbank,3037,1007
2015,Brimbank,3038,1673
2015,Brimbank,3042,249
2015,Brimbank,3043,183
2015,Buloke,3480,57
2015,Buloke,3482,5
2015,Buloke,3483,18
2015,Buloke,3518,1
2015,Buloke,3525,43
2015,Buloke,3527,31
2015,Buloke,3529,2
2015,Buloke,3530,2
2015,Buloke,3531,1
2015,Buloke,3533,18
2015,Campaspe,3523,2
2015,Campaspe,3551,12
2015,Campaspe,3557,4
2015,Campaspe,3558,4
2015,Campaspe,3559,30
2015,Campaspe,3561,188
2015,Campaspe,3562,12
2015,Campaspe,3563,24
2015,Campaspe,3564,1326
2015,Campaspe,3565,6
2015,Campaspe,3566,24
2015,Campaspe,3573,1
2015,Campaspe,3612,109
2015,Campaspe,3620,438
2015,Campaspe,3621,83
2015,Campaspe,3622,12
2015,Campaspe,3623,36
2015,Campaspe,3624,21
2015,Cardinia,3159,6
2015,Cardinia,3781,163
2015,Cardinia,3782,169
2015,Cardinia,3783,55
2015,Cardinia,3807,289
2015,Cardinia,3808,65
2015,Cardinia,3809,374
2015,Cardinia,3810,3001
2015,Cardinia,3812,43
2015,Cardinia,3813,22
2015,Cardinia,3814,80
2015,Cardinia,3815,88
2015,Cardinia,3816,6
2015,Cardinia,3978,24
2015,Cardinia,3980,3
2015,Cardinia,3981,182
2015,Cardinia,3984,109
2015,Casey,3156,38
2015,Casey,3177,1032
2015,Casey,3802,1093
2015,Casey,3803,883
2015,Casey,3804,312
2015,Casey,3805,3155
2015,Casey,3806,1744
2015,Casey,3807,15
2015,Casey,3912,99
2015,Casey,3975,563
2015,Casey,3976,1034
2015,Casey,3977,4633
2015,Casey,3978,407
2015,Casey,3980,149
2015,Central Goldfields,3371,44
2015,Central Goldfields,3464,65
2015,Central Goldfields,3465,682
2015,Central Goldfields,3472,43
2015,Central Goldfields,3475,12
2015,Colac-Otway,3233,107
2015,Colac-Otway,3234,6
2015,Colac-Otway,3236,5
2015,Colac-Otway,3237,6
2015,Colac-Otway,3238,9
2015,Colac-Otway,3239,15
2015,Colac-Otway,3241,5
2015,Colac-Otway,3242,17
2015,Colac-Otway,3243,10
2015,Colac-Otway,3249,99
2015,Colac-Otway,3250,889
2015,Colac-Otway,3251,10
2015,Colac-Otway,3254,3
2015,Colac-Otway,3260,4
2015,Colac-Otway,3321,1
2015,Colac-Otway,3322,6
2015,Colac-Otway,3329,1
2015,Corangamite,3237,1
2015,Corangamite,3249,3
2015,Corangamite,3260,182
2015,Corangamite,3264,110
2015,Corangamite,3265,28
2015,Corangamite,3266,72
2015,Corangamite,3267,4
2015,Corangamite,3268,38
2015,Corangamite,3269,22
2015,Corangamite,3270,3
2015,Corangamite,3271,2
2015,Corangamite,3322,1
2015,Corangamite,3323,5
2015,Corangamite,3324,20
2015,Corangamite,3325,9
2015,Corangamite,3361,7
2015,Darebin,3070,1693
2015,Darebin,3071,1112
2015,Darebin,3072,4252
2015,Darebin,3073,3280
2015,Darebin,3078,421
2015,Darebin,3083,574
2015,Darebin,3085,59
2015,Darebin,3086,83
2015,East Gippsland,3701,1
2015,East Gippsland,3862,1
2015,East Gippsland,3864,18
2015,East Gippsland,3865,13
2015,East Gippsland,3875,1711
2015,East Gippsland,3878,28
2015,East Gippsland,3880,102
2015,East Gippsland,3882,31
2015,East Gippsland,3885,70
2015,East Gippsland,3886,15
2015,East Gippsland,3887,36
2015,East Gippsland,3888,247
2015,East Gippsland,3889,9
2015,East Gippsland,3890,32
2015,East Gippsland,3891,3
2015,East Gippsland,3892,30
2015,East Gippsland,3893,1
2015,East Gippsland,3895,6
2015,East Gippsland,3896,21
2015,East Gippsland,3898,33
2015,East Gippsland,3900,8
2015,East Gippsland,3902,4
2015,East Gippsland,3903,21
2015,East Gippsland,3904,35
2015,East Gippsland,3909,671
2015,Frankston,3198,1517
2015,Frankston,3199,6290
2015,Frankston,3200,654
2015,Frankston,3201,1236
2015,Frankston,3910,757
2015,Frankston,3911,41
2015,Frankston,3977,430
2015,Gannawarra,3540,5
2015,Gannawarra,3542,1
2015,Gannawarra,3567,26
2015,Gannawarra,3568,92
2015,Gannawarra,3579,292
2015,Gannawarra,3580,35
2015,Gannawarra,3581,5
2015,Glen Eira,3145,208
